Date,Currency_code,Country,Local_price,Dollar_price
2012-07-01,MYR,Malaysia,7.4,2.331810304
2012-07-01,NOK,Norway,43,7.058379363
2012-07-01,NZD,New Zealand,5.1,4.004520001
2012-07-01,PKR,Pakistan,285,3.012525765
2012-07-01,PHP,Philippines,118,2.796208531
2012-07-01,PLN,Poland,9.1,2.629791784
2012-07-01,RUB,Russia,75,2.289010461
2012-07-01,SAR,Saudi Arabia,10,2.666488901
2012-07-01,SGD,Singapore,4.4,3.496225665
2012-07-01,SEK,Sweden,39.97301987,5.728681352
2012-07-01,THB,Thailand,82,2.586750789
2012-07-01,TRY,Turkey,8.25,4.515846516
2012-07-01,TWD,Taiwan,75,2.483813813
2012-07-01,UAH,Ukraine,15,1.85517284
2012-07-01,UYU,Uruguay,99,4.526748971
2012-07-01,USD,United States,4.3275,4.3275
2012-07-01,ZAR,South Africa,19.95,2.355844739
2013-01-01,AED,UAE,12,3.267039654
2013-01-01,ARS,Argentina,19,3.817944338
2013-01-01,AUD,Australia,4.7,4.900454998
2013-01-01,BRL,Brazil,11.25,5.64376552
2013-01-01,CAD,Canada,5.41,5.394356367
2013-01-01,CHF,Switzerland,6.5,7.124849282
2013-01-01,CLP,Chile,2050,4.345521993
2013-01-01,CNY,China,16,2.572181853
2013-01-01,COP,Colombia,8600,4.850057101
2013-01-01,CRC,Costa Rica,2200,4.392708105
2013-01-01,CZK,Czech Republic,70.33,3.722158566
2013-01-01,DKK,Denmark,28.5,5.183750307
2013-01-01,EGP,Egypt,16,2.393149609
2013-01-01,EUR,Euro area,3.594849572,4.878031129
2013-01-01,GBP,Britain,2.69,4.248182498
2013-01-01,HKD,Hong Kong,17,2.190975757
2013-01-01,HUF,Hungary,830,3.816629792
2013-01-01,IDR,Indonesia,27939,2.860404402
2013-01-01,INR,India,89,1.666822736
2013-01-01,ILS,Israel,14.9,4.00048328
2013-01-01,JPY,Japan,320,3.513973535
2013-01-01,KRW,South Korea,3700,3.408645984
2013-01-01,LKR,Sri Lanka,350,2.767892448
2013-01-01,MXN,Mexico,37,2.904603404
2013-01-01,MYR,Malaysia,7.95,2.578657152
2013-01-01,NOK,Norway,43,7.842279003
2013-01-01,NZD,New Zealand,5.2,4.324580001
2013-01-01,PKR,Pakistan,290,2.969333948
2013-01-01,PEN,Peru,10,3.907013088
2013-01-01,PHP,Philippines,118,2.906403941
2013-01-01,PLN,Poland,9.1,2.943078913
2013-01-01,RUB,Russia,72.88,2.425694791
2013-01-01,SAR,Saudi Arabia,11,2.933176897
2013-01-01,SGD,Singapore,4.5,3.644167308
2013-01-01,SEK,Sweden,40.55930138,6.388096355
2013-01-01,THB,Thailand,87,2.92387834
2013-01-01,TRY,Turkey,8.45,4.777385159
2013-01-01,TWD,Taiwan,75,2.542200529
2013-01-01,UAH,Ukraine,19,2.333005894
2013-01-01,UYU,Uruguay,105,5.446058091
2013-01-01,USD,United States,4.367395833,4.367395833
2013-01-01,ZAR,South Africa,20.9,2.310158063
2013-07-01,AED,UAE,12,3.267084127
2013-07-01,ARS,Argentina,21,3.879907621
2013-07-01,AUD,Australia,5.035,4.619864251
2013-07-01,BRL,Brazil,12,5.284830335
2013-07-01,CAD,Canada,5.53,5.260404281
2013-07-01,CHF,Switzerland,6.5,6.719040728
2013-07-01,CLP,Chile,2000,3.935806988
2013-07-01,CNY,China,16,2.608369606
2013-07-01,COP,Colombia,8600,4.476834982
2013-07-01,CRC,Costa Rica,2150,4.311425277
2013-07-01,CZK,Czech Republic,70.45,3.490595953
2013-07-01,DKK,Denmark,28.5,4.913284833
2013-07-01,EGP,Egypt,16.75,2.38973342
2013-07-01,EUR,Euro area,3.623870489,4.659391484
2013-07-01,GBP,Britain,2.69,4.020070499
2013-07-01,HKD,Hong Kong,17,2.191667795
2013-07-01,HUF,Hungary,860,3.76430216
2013-07-01,IDR,Indonesia,27939,2.803712995
2013-07-01,INR,India,90,1.500500167
2013-07-01,ILS,Israel,17.5,4.799846405
2013-07-01,JPY,Japan,320,3.196643524
2013-07-01,KRW,South Korea,3900,3.434005459
2013-07-01,LKR,Sri Lanka,370,2.828746177
2013-07-01,MXN,Mexico,37,2.859096757
2013-07-01,MYR,Malaysia,7.3,2.295236598
2013-07-01,NOK,Norway,46,7.506404922
2013-07-01,NZD,New Zealand,5.5,4.299075001
2013-07-01,PKR,Pakistan,300,2.998950367
2013-07-01,PEN,Peru,10,3.5932447
2013-07-01,PHP,Philippines,115.21,2.652163904
2013-07-01,PLN,Poland,9.2,2.733620562
2013-07-01,RUB,Russia,87,2.641253958
2013-07-01,SAR,Saudi Arabia,10,2.666524452
2013-07-01,SGD,Singapore,4.7,3.687142073
2013-07-01,SEK,Sweden,41.61,6.15687377
2013-07-01,THB,Thailand,89,2.845723421
2013-07-01,TRY,Turkey,8.5,4.342384224
2013-07-01,TWD,Taiwan,79,2.630834041
2013-07-01,UAH,Ukraine,19,2.329858982
2013-07-01,UYU,Uruguay,105,4.979843491
2013-07-01,USD,United States,4.556666667,4.556666667
2013-07-01,ZAR,South Africa,22.5,2.239418746
2014-01-01,AED,UAE,12,3.267084127
2014-01-01,ARS,Argentina,21,3.034134008
2014-01-01,AUD,Australia,5.05,4.473542499
2014-01-01,BRL,Brazil,12.4,5.247455619
2014-01-01,CAD,Canada,5.54,5.013120985
2014-01-01,CHF,Switzerland,6.5,7.1424647
2014-01-01,CLP,Chile,2000,3.690377341
2014-01-01,CNY,China,16.6,2.743212202
2014-01-01,COP,Colombia,8600,4.337311724
2014-01-01,CRC,Costa Rica,2150,4.283551164
2014-01-01,CZK,Czech Republic,70.45,3.473215078
2014-01-01,DKK,Denmark,28.5,5.180499509
2014-01-01,EGP,Egypt,16.93,2.432121822
2014-01-01,EUR,Euro area,3.657962724,4.961843535
2014-01-01,GBP,Britain,2.79,4.6267965
2014-01-01,HKD,Hong Kong,18,2.320230476
2014-01-01,HUF,Hungary,860,3.854824616
2014-01-01,IDR,Indonesia,27939,2.301400329
2014-01-01,INR,India,95,1.53609831
2014-01-01,ILS,Israel,17.5,5.016914168
2014-01-01,JPY,Japan,310,2.97376373
2014-01-01,KRW,South Korea,3700,3.466691652
2014-01-01,LKR,Sri Lanka,350,2.675840979
2014-01-01,MXN,Mexico,37,2.775121412
2014-01-01,MYR,Malaysia,7.4,2.226568377
2014-01-01,NOK,Norway,48,7.795434798
2014-01-01,NZD,New Zealand,5.5,4.571874999
2014-01-01,PKR,Pakistan,320,3.035621117
2014-01-01,PEN,Peru,10,3.563156957
2014-01-01,PHP,Philippines,135,2.984744639
2014-01-01,PLN,Poland,9.2,2.998305306
2014-01-01,RUB,Russia,89,2.62233255
2014-01-01,SAR,Saudi Arabia,11,2.933020478
2014-01-01,SGD,Singapore,4.6,3.596981663
2014-01-01,SEK,Sweden,40.7,6.287510717
2014-01-01,THB,Thailand,96,2.920152091
2014-01-01,TRY,Turkey,8.5,3.758484225
2014-01-01,TWD,Taiwan,79,2.619276549
2014-01-01,UAH,Ukraine,19,2.267573696
2014-01-01,UYU,Uruguay,105,4.911131899
2014-01-01,USD,United States,4.624166667,4.624166667
2014-01-01,ZAR,South Africa,23.5,2.1603931
2014-07-01,AED,UAE,13,3.539292958
2014-07-01,ARS,Argentina,21,2.570772762
2014-07-01,AUD,Australia,5.1,4.814145
2014-07-01,BRL,Brazil,13,5.855196487
2014-07-01,CAD,Canada,5.64,5.251152181
2014-07-01,CHF,Switzerland,6.16,6.826241135
2014-07-01,CLP,Chile,2100,3.722480235
2014-07-01,CNY,China,16.9,2.726554055
2014-07-01,COP,Colombia,8600,4.654561199
2014-07-01,CRC,Costa Rica,2150,4.001488926
2014-07-01,CZK,Czech Republic,70.45,3.455514845
2014-07-01,DKK,Denmark,28.5,5.145518885
2014-07-01,EGP,Egypt,16.93,2.36781561
2014-07-01,EUR,Euro area,3.67923829,4.95354247
2014-07-01,GBP,Britain,2.89,4.925137996
2014-07-01,HKD,Hong Kong,18.8,2.425665607
2014-07-01,HUF,Hungary,860,3.766871808
2014-07-01,IDR,Indonesia,27939,2.428422425
2014-07-01,INR,India,105,1.747415282
2014-07-01,ILS,Israel,17.5,5.12625227
2014-07-01,JPY,Japan,370,3.644243081
2014-07-01,KRW,South Korea,4100,4.004884005
2014-07-01,LKR,Sri Lanka,350,2.687036966
2014-07-01,MXN,Mexico,42,3.247619379
2014-07-01,MYR,Malaysia,7.63,2.408839779
2014-07-01,NOK,Norway,48,7.757826516
2014-07-01,NZD,New Zealand,5.7,4.944750001
2014-07-01,PKR,Pakistan,300,3.040129712
2014-07-01,PEN,Peru,10,3.586800574
2014-07-01,PHP,Philippines,160,3.703275084
2014-07-01,PLN,Poland,9.2,2.995376701
2014-07-01,RUB,Russia,89,2.554736668
2014-07-01,SAR,Saudi Arabia,11,2.933059581
2014-07-01,SGD,Singapore,4.7,3.79644588
2014-07-01,SEK,Sweden,40.7,5.953774137
2014-07-01,THB,Thailand,99,3.115166772
2014-07-01,TRY,Turkey,9.25,4.423191871
2014-07-01,TWD,Taiwan,79,2.634914282
2014-07-01,UAH,Ukraine,19,1.62601626
2014-07-01,UYU,Uruguay,113,4.919460165
2014-07-01,USD,United States,4.795,4.795
2014-07-01,VND,Vietnam,60000,2.826189355
2014-07-01,ZAR,South Africa,24.5,2.330115555
2015-01-01,AED,UAE,13,3.539292958
2015-01-01,ARS,Argentina,28,3.25203252
2015-01-01,AUD,Australia,5.3,4.318704999
2015-01-01,BRL,Brazil,13.5,5.206826728
2015-01-01,CAD,Canada,5.7,4.639615807
2015-01-01,CHF,Switzerland,6.5,7.543666222
2015-01-01,CLP,Chile,2100,3.346693546
2015-01-01,CNY,China,17.2,2.769057394
2015-01-01,COP,Colombia,7900,3.340408798
2015-01-01,CRC,Costa Rica,2150,4.010520622
2015-01-01,CZK,Czech Republic,70.45,2.919208975
2015-01-01,DKK,Denmark,34.5,5.376008976
2015-01-01,EGP,Egypt,16.93,2.303385691
2015-01-01,EUR,Euro area,3.68,4.263832002
2015-01-01,GBP,Britain,2.89,4.368234997
2015-01-01,HKD,Hong Kong,18.8,2.425383965
2015-01-01,HUF,Hungary,860,3.168831083
2015-01-01,IDR,Indonesia,27939,2.238701923
2015-01-01,INR,India,116.25,1.886715897
2015-01-01,ILS,Israel,17.5,4.448228969
2015-01-01,JPY,Japan,370,3.141850295
2015-01-01,KRW,South Korea,4100,3.784731838
2015-01-01,LKR,Sri Lanka,350,2.654028436
2015-01-01,MXN,Mexico,49,3.349854726
2015-01-01,MYR,Malaysia,7.63,2.11035818
2015-01-01,NOK,Norway,48,6.297146605
2015-01-01,NZD,New Zealand,5.9,4.492555001
2015-01-01,PKR,Pakistan,300,2.978110885
2015-01-01,PEN,Peru,10,3.324468085
2015-01-01,PHP,Philippines,163,3.670344517
2015-01-01,PLN,Poland,9.2,2.48205903
2015-01-01,RUB,Russia,89,1.364465635
2015-01-01,SAR,Saudi Arabia,11,2.927945913
2015-01-01,SGD,Singapore,4.7,3.525484754
2015-01-01,SEK,Sweden,40.7,4.968595304
2015-01-01,THB,Thailand,99,3.036344119
2015-01-01,TRY,Turkey,9.25,3.96408751
2015-01-01,TWD,Taiwan,79,2.508493951
2015-01-01,UAH,Ukraine,19,1.200859563
2015-01-01,UYU,Uruguay,113,4.626407369
2015-01-01,USD,United States,4.79,4.79
2015-01-01,VND,Vietnam,60000,2.806361085
2015-01-01,ZAR,South Africa,25.5,2.221496243
2015-07-01,AED,UAE,13,3.539389319
2015-07-01,ARS,Argentina,28,3.0651341
2015-07-01,AUD,Australia,5.3,3.922265
2015-07-01,BRL,Brazil,13.5,4.28251939
2015-07-01,CAD,Canada,5.85,4.53593859
2015-07-01,CHF,Switzerland,6.5,6.821998321
2015-07-01,CLP,Chile,2100,3.268736867
2015-07-01,CNY,China,17,2.737872834
2015-07-01,COP,Colombia,7900,2.916312895
2015-07-01,CRC,Costa Rica,2150,4.031501969
2015-07-01,CZK,Czech Republic,70,2.833749962
2015-07-01,DKK,Denmark,34.59,5.078512124
2015-07-01,EGP,Egypt,16.93,2.162182872
2015-07-01,EUR,Euro area,3.7,4.053904998
2015-07-01,GBP,Britain,2.89,4.512446003
2015-07-01,HKD,Hong Kong,19.2,2.477163648
2015-07-01,HUF,Hungary,900,3.18158583
2015-07-01,IDR,Indonesia,30500,2.285585822
2015-07-01,INR,India,116.25,1.832728993
2015-07-01,ILS,Israel,17.5,4.631651382
2015-07-01,JPY,Japan,370,2.985435914
2015-07-01,KRW,South Korea,4300,3.760384784
2015-07-01,LKR,Sri Lanka,350,2.614867389
2015-07-01,MXN,Mexico,49,3.113137121
2015-07-01,MYR,Malaysia,7.65,2.009720215
2015-07-01,NOK,Norway,46,5.649335896
2015-07-01,NZD,New Zealand,5.9,3.909635
2015-07-01,PKR,Pakistan,350,3.441494592
2015-07-01,PEN,Peru,10,3.141196796
2015-07-01,PHP,Philippines,163,3.605197678
2015-07-01,PLN,Poland,9.6,2.543989824
2015-07-01,RUB,Russia,107,1.883305465
2015-07-01,SAR,Saudi Arabia,12,3.199530735
2015-07-01,SGD,Singapore,4.7,3.43969555
2015-07-01,SEK,Sweden,43.7,5.127513156
2015-07-01,THB,Thailand,108,3.168316832
2015-07-01,TRY,Turkey,10.25,3.874210984
2015-07-01,TWD,Taiwan,79,2.546744036
2015-07-01,UAH,Ukraine,34,1.548974943
2015-07-01,UYU,Uruguay,113,4.13238252
2015-07-01,USD,United States,4.79,4.79
2015-07-01,VND,Vietnam,60000,2.751031637
2015-07-01,ZAR,South Africa,26,2.094316749
2016-01-01,AED,UAE,13,3.53924478
2016-01-01,ARS,Argentina,33,2.389702554
2016-01-01,AUD,Australia,5.3,3.743655001
2016-01-01,BRL,Brazil,13.5,3.354203936
2016-01-01,CAD,Canada,5.84,4.144195288
2016-01-01,CHF,Switzerland,6.5,6.443298969
2016-01-01,CLP,Chile,2100,2.93618003
2016-01-01,CNY,China,17.6,2.6836632
2016-01-01,COP,Colombia,7900,2.427855804
2016-01-01,CRC,Costa Rica,2150,4.016814573
2016-01-01,CZK,Czech Republic,75,2.982795237
2016-01-01,DKK,Denmark,30,4.322455155
2016-01-01,EGP,Egypt,16.93,2.162182872
2016-01-01,EUR,Euro area,3.72,3.999000001
2016-01-01,GBP,Britain,2.89,4.221856502
2016-01-01,HKD,Hong Kong,19.2,2.476668365
2016-01-01,HUF,Hungary,900,3.075040731
2016-01-01,IDR,Indonesia,30500,2.186771823
2016-01-01,INR,India,127,1.901126455
2016-01-01,ILS,Israel,16.9,4.288197308
2016-01-01,JPY,Japan,370,3.118546926
2016-01-01,KRW,South Korea,4300,3.590064705
2016-01-01,LKR,Sri Lanka,350,2.429711906
2016-01-01,MXN,Mexico,49,2.810156709
2016-01-01,MYR,Malaysia,8,1.821286283
2016-01-01,NOK,Norway,46.8,5.214688038
2016-01-01,NZD,New Zealand,5.9,3.912289999
2016-01-01,PKR,Pakistan,300,2.86027554
2016-01-01,PEN,Peru,10,2.925687537
2016-01-01,PHP,Philippines,131,2.785900367
2016-01-01,PLN,Poland,9.6,2.371717272
2016-01-01,RUB,Russia,114,1.527024312
2016-01-01,SAR,Saudi Arabia,12,3.196334869
2016-01-01,SGD,Singapore,4.7,3.270133936
2016-01-01,SEK,Sweden,45,5.231432773
2016-01-01,THB,Thailand,112,3.092214246
2016-01-01,TRY,Turkey,10.25,3.405768208
2016-01-01,TWD,Taiwan,69,2.076343229
2016-01-01,UAH,Ukraine,36,1.541755889
2016-01-01,UYU,Uruguay,113,3.743581249
2016-01-01,USD,United States,4.93,4.93
2016-01-01,VND,Vietnam,60000,2.67052409
2016-01-01,ZAR,South Africa,28,1.770611019
2016-07-01,AED,UAE,13,3.53924478
2016-07-01,ARS,Argentina,50,3.347840643
2016-07-01,AUD,Australia,5.75,4.3047375
2016-07-01,BRL,Brazil,15.5,4.781810609
2016-07-01,CAD,Canada,6,4.60475825
2016-07-01,CHF,Switzerland,6.5,6.591623568
2016-07-01,CLP,Chile,2300,3.532374985
2016-07-01,CNY,China,18.6,2.785265049
2016-07-01,COP,Colombia,8900,3.03857972
2016-07-01,CRC,Costa Rica,2250,4.117937737
2016-07-01,CZK,Czech Republic,75,3.055419193
2016-07-01,DKK,Denmark,30,4.439741607
2016-07-01,EGP,Egypt,23,2.590104674
2016-07-01,EUR,Euro area,3.82,4.205628998
2016-07-01,GBP,Britain,2.99,3.940221999
2016-07-01,HKD,Hong Kong,19.2,2.475694355
2016-07-01,HUF,Hungary,900,3.150822522
2016-07-01,IDR,Indonesia,31000,2.364156339
2016-07-01,INR,India,162,2.410714286
2016-07-01,ILS,Israel,16.9,4.379656625
2016-07-01,JPY,Japan,370,3.466854064
2016-07-01,KRW,South Korea,4400,3.856435427
2016-07-01,LKR,Sri Lanka,530,3.625170999
2016-07-01,MXN,Mexico,44,2.37388724
2016-07-01,MYR,Malaysia,8,1.986590514
2016-07-01,NOK,Norway,46.8,5.510063519
2016-07-01,NZD,New Zealand,6,4.221300001
2016-07-01,PKR,Pakistan,375,3.577561534
2016-07-01,PEN,Peru,10,3.024940636
2016-07-01,PHP,Philippines,133,2.822880187
2016-07-01,PLN,Poland,9.6,2.420788521
2016-07-01,RUB,Russia,130,2.050229034
2016-07-01,SAR,Saudi Arabia,12,3.19957339
2016-07-01,SGD,Singapore,5.45,4.014141563
2016-07-01,SEK,Sweden,44.94,5.228712543
2016-07-01,THB,Thailand,119,3.403403403
2016-07-01,TRY,Turkey,10.75,3.53263995
2016-07-01,TWD,Taiwan,69,2.154297668
2016-07-01,UAH,Ukraine,39,1.572580645
2016-07-01,UYU,Uruguay,123,4.077573347
2016-07-01,USD,United States,5.04,5.04
2016-07-01,VND,Vietnam,60000,2.69058296
2016-07-01,ZAR,South Africa,30,2.101760224
2017-01-01,AED,UAE,13,3.539341138
2017-01-01,ARS,Argentina,55,3.468390352
2017-01-01,AUD,Australia,5.8,4.275180001
2017-01-01,BRL,Brazil,16.5,5.117945378
2017-01-01,CAD,Canada,5.98,4.509803922
2017-01-01,CHF,Switzerland,6.5,6.350136772
2017-01-01,CLP,Chile,2450,3.641471154
2017-01-01,CNY,China,19.6,2.829671123
2017-01-01,COP,Colombia,9900,3.305923112
2017-01-01,CRC,Costa Rica,2250,4.058954053
2017-01-01,CZK,Czech Republic,75,2.905653433
2017-01-01,DKK,Denmark,30,4.224608344
2017-01-01,EGP,Egypt,27.49,1.464571124
2017-01-01,EUR,Euro area,3.88,4.061778002
2017-01-01,GBP,Britain,3.09,3.728394002
2017-01-01,HKD,Hong Kong,19.2,2.475518795
2017-01-01,HUF,Hungary,900,3.054811464
2017-01-01,IDR,Indonesia,31000,2.325755871
2017-01-01,INR,India,170,2.48801727
2017-01-01,ILS,Israel,16.9,4.383916991
2017-01-01,JPY,Japan,380,3.257189388
2017-01-01,KRW,South Korea,4400,3.677546074
2017-01-01,LKR,Sri Lanka,550,3.665200586
2017-01-01,MXN,Mexico,49,2.232295392
2017-01-01,MYR,Malaysia,8,1.7891088
2017-01-01,NOK,Norway,49,5.665820648
2017-01-01,NZD,New Zealand,6,4.1853
2017-01-01,PKR,Pakistan,375,3.579098067
2017-01-01,PEN,Peru,11,3.242064311
2017-01-01,PHP,Philippines,133,2.680640935
2017-01-01,PLN,Poland,9.6,2.300971921
2017-01-01,RUB,Russia,130,2.15098242
2017-01-01,SAR,Saudi Arabia,12,3.199445429
2017-01-01,SGD,Singapore,5.6,3.892267593
2017-01-01,SEK,Sweden,48,5.260533396
2017-01-01,THB,Thailand,119,3.345233745
2017-01-01,TRY,Turkey,10.75,2.748552216
2017-01-01,TWD,Taiwan,69,2.162670428
2017-01-01,UAH,Ukraine,42,1.542133284
2017-01-01,UYU,Uruguay,125,4.351610096
2017-01-01,USD,United States,5.06,5.06
2017-01-01,VND,Vietnam,60000,2.658160553
2017-01-01,ZAR,South Africa,26.32,1.886400287
2017-07-01,AED,UAE,14,3.811598149
2017-07-01,ARS,Argentina,70,4.125534109
2017-07-01,AUD,Australia,5.9,4.527955001
2017-07-01,BRL,Brazil,16.5,5.101567573
2017-07-01,CAD,Canada,5.97,4.655696795
2017-07-01,CHF,Switzerland,6.5,6.741689571
2017-07-01,CLP,Chile,2550,3.844095545
2017-07-01,CNY,China,19.8,2.917127072
2017-07-01,COP,Colombia,9900,3.243604529
2017-07-01,CRC,Costa Rica,2290,4.000034935
2017-07-01,CZK,Czech Republic,75,3.281399714
2017-07-01,DKK,Denmark,30,4.606490545
2017-07-01,EGP,Egypt,31.37,1.753983785
2017-07-01,EUR,Euro area,3.91,4.4650245
2017-07-01,GBP,Britain,3.19,4.111431502
2017-07-01,HKD,Hong Kong,19.2,2.457914613
2017-07-01,HUF,Hungary,862,3.208947528
2017-07-01,IDR,Indonesia,32126,2.402932047
2017-07-01,INR,India,178,2.757231925
2017-07-01,ILS,Israel,16.9,4.773337099
2017-07-01,JPY,Japan,380,3.361047232
2017-07-01,KRW,South Korea,4400,3.843969772
2017-07-01,LKR,Sri Lanka,580,3.772971215
2017-07-01,MXN,Mexico,49,2.754240265
2017-07-01,MYR,Malaysia,8.6,2.003027833
2017-07-01,NOK,Norway,49,5.914160189
2017-07-01,NZD,New Zealand,6.1,4.432259999
2017-07-01,PKR,Pakistan,375,3.566333809
2017-07-01,PEN,Peru,10.5,3.229278794
2017-07-01,PHP,Philippines,134,2.649451821
2017-07-01,PLN,Poland,10.1,2.723399666
2017-07-01,RUB,Russia,137,2.278135388
2017-07-01,SAR,Saudi Arabia,12,3.199872005
2017-07-01,SGD,Singapore,5.6,4.06474559
2017-07-01,SEK,Sweden,48.97,5.818920701
2017-07-01,THB,Thailand,119,3.496246676
2017-07-01,TRY,Turkey,10.75,3.006110094
2017-07-01,TWD,Taiwan,69,2.26396522
2017-07-01,UAH,Ukraine,44,1.697858383
2017-07-01,UYU,Uruguay,130,4.52882773
2017-07-01,USD,United States,5.3,5.3
2017-07-01,VND,Vietnam,60000,2.63939294
2017-07-01,ZAR,South Africa,30,2.260738508
2018-01-01,AED,UAE,14,3.811598149
2018-01-01,ARS,Argentina,75,3.96039604
2018-01-01,AUD,Australia,5.9,4.706135
2018-01-01,BRL,Brazil,16.5,5.111682518
2018-01-01,CAD,Canada,6.55,5.25724376
2018-01-01,CHF,Switzerland,6.5,6.764843628
2018-01-01,CLP,Chile,2600,4.290889287
2018-01-01,CNY,China,20.4,3.171641791
2018-01-01,COP,Colombia,10900,3.832468391
2018-01-01,CRC,Costa Rica,2290,4.027931683
2018-01-01,CZK,Czech Republic,79,3.807779438
2018-01-01,DKK,Denmark,30,4.93202032
2018-01-01,EGP,Egypt,34.21,1.932768362
2018-01-01,EUR,Euro area,3.95,4.835787497
2018-01-01,GBP,Britain,3.19,4.413045999
2018-01-01,HKD,Hong Kong,20.5,2.621818647
2018-01-01,HUF,Hungary,864,3.426638505
2018-01-01,IDR,Indonesia,35750,2.67609851
2018-01-01,INR,India,180,2.81861066
2018-01-01,ILS,Israel,16.5,4.801606356
2018-01-01,JPY,Japan,380,3.431925943
2018-01-01,KRW,South Korea,4400,4.115033902
2018-01-01,LKR,Sri Lanka,580,3.771131339
2018-01-01,MXN,Mexico,48,2.57186487
2018-01-01,MYR,Malaysia,9,2.276176024
2018-01-01,NOK,Norway,49,6.241958701
2018-01-01,NZD,New Zealand,6.2,4.510190001
2018-01-01,PKR,Pakistan,375,3.393511606
2018-01-01,PEN,Peru,10.5,3.268991283
2018-01-01,PHP,Philippines,134,2.641695416
2018-01-01,PLN,Poland,10.1,2.965572928
2018-01-01,RUB,Russia,130,2.290950745
2018-01-01,SAR,Saudi Arabia,12,3.19974402
2018-01-01,SGD,Singapore,5.8,4.385467468
2018-01-01,SEK,Sweden,49.1,6.12311069
2018-01-01,THB,Thailand,119,3.72456964
2018-01-01,TRY,Turkey,10.75,2.827013096
2018-01-01,TWD,Taiwan,69,2.334788346
2018-01-01,UAH,Ukraine,47,1.636775205
2018-01-01,UYU,Uruguay,140,4.898530441
2018-01-01,USD,United States,5.28,5.28
2018-01-01,VND,Vietnam,65000,2.861986218
2018-01-01,ZAR,South Africa,30,2.447351354
2018-07-01,AED,United Arab Emirates,14,3.811442495
2018-07-01,ARS,Argentina,75,2.705139766
2018-07-01,AUD,Australia,6.05,4.5154175
2018-07-01,AZN,Azerbaijan,3.95,2.321140003
2018-07-01,BHD,Bahrain,1.2,3.161638783
2018-07-01,BRL,Brazil,16.9,4.402933552
2018-07-01,CAD,Canada,6.65,5.06724578
2018-07-01,CHF,Switzerland,6.5,6.544173169
2018-07-01,CLP,Chile,2640,4.050757215
2018-07-01,CNY,China,20.5,3.095741468
2018-07-01,COP,Colombia,11900,4.140469787
2018-07-01,CRC,Costa Rica,2290,4.03311025
2018-07-01,CZK,Czech Republic,75,3.399086779
2018-07-01,DKK,Denmark,30,4.717648724
2018-07-01,EGP,Egypt,31.37,1.752024574
2018-07-01,EUR,Euro area,4.04,4.735082
2018-07-01,GBP,Britain,3.19,4.231535
2018-07-01,GTQ,Guatemala,25,3.339076545
2018-07-01,HKD,Hong Kong,20,2.548338802
2018-07-01,HNL,Honduras,85,3.542759017
2018-07-01,HRK,Croatia,21,3.326600927
2018-07-01,HUF,Hungary,850,3.074917285
2018-07-01,IDR,Indonesia,31500,2.193593315
2018-07-01,INR,India,173,2.513621504
2018-07-01,ILS,Israel,17,4.676882445
2018-07-01,JOD,Jordan,1.95,2.746285473
2018-07-01,JPY,Japan,390,3.505617978
2018-07-01,KRW,South Korea,4500,4.032258065
2018-07-01,KWD,Kuwait,1.05,3.47107438
2018-07-01,LBP,Lebanon,6500,4.301786896
2018-07-01,LKR,Sri Lanka,580,3.641614868
2018-07-01,MDL,Moldova,43,2.582179359
2018-07-01,MXN,Mexico,49,2.57197596
2018-07-01,MYR,Malaysia,8.45,2.100683654
2018-07-01,NIO,Nicaragua,103,3.260814507
2018-07-01,NOK,Norway,42,5.222906174
2018-07-01,NZD,New Zealand,6.2,4.23398
2018-07-01,OMR,Oman,1.05,2.727272727
2018-07-01,PKR,Pakistan,375,3.0866738
2018-07-01,PEN,Peru,10.5,3.20953691
2018-07-01,PHP,Philippines,140,2.617458448
2018-07-01,PLN,Poland,10.1,2.739391638
2018-07-01,QAR,Qatar,12,3.295797858
2018-07-01,RON,Romania,9.2,2.315484805
2018-07-01,RUB,Russia,130,2.092028326
2018-07-01,SAR,Saudi Arabia,12,3.199658703
2018-07-01,SGD,Singapore,5.8,4.277759339
2018-07-01,SEK,Sweden,51,5.826840025
2018-07-01,THB,Thailand,119,3.587579138
2018-07-01,TRY,Turkey,10.75,2.284196547
2018-07-01,TWD,Taiwan,69,2.271791917
2018-07-01,UAH,Ukraine,50,1.908469789
2018-07-01,UYU,Uruguay,140,4.471414883
2018-07-01,USD,United States,5.51,5.51
2018-07-01,VND,Vietnam,65000,2.82124178
2018-07-01,ZAR,South Africa,31,2.320029337
2019-01-01,AED,United Arab Emirates,14,3.811442495
2019-01-01,ARS,Argentina,75,2.002402883
2019-01-01,AUD,Australia,6.1,4.352045
2019-01-01,AZN,Azerbaijan,3.95,2.328323018
2019-01-01,BHD,Bahrain,1.2,3.183023873
2019-01-01,BRL,Brazil,16.9,4.545515674
2019-01-01,CAD,Canada,6.77,5.084873066
2019-01-01,CHF,Switzerland,6.5,6.62150461
2019-01-01,CLP,Chile,2640,3.888127955
2019-01-01,CNY,China,20.9,3.051228521
2019-01-01,COP,Colombia,11900,3.728654238
2019-01-01,CRC,Costa Rica,2290,3.772807776
2019-01-01,CZK,Czech Republic,85,3.80966894
2019-01-01,DKK,Denmark,30,4.604440215
2019-01-01,EGP,Egypt,40,2.233389168
2019-01-01,EUR,Euro area,4.05,4.6419075
2019-01-01,GBP,Britain,3.19,4.072992
