code,current,name,gender,function,country,nationality,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,lang
1532872,TRUE,ALEKSANYAN Artur,Male,Athlete,Armenia,Armenia,0,0,['Wrestling'],"[""Men's Greco-Roman 97kg""]",1991-10-21,GYUMRI,Armenia,GYUMRI,Armenia,White Bear,Playing and watching football,Athlete,"Graduated from Shirak State University (Gyumri, ARM)","Armenian, English, Russian"
1532873,TRUE,AMOYAN Malkhas,Male,Athlete,Armenia,Armenia,0,0,['Wrestling'],"[""Men's Greco-Roman 77kg""]",1999-01-22,YEREVAN,Armenia,YEREVAN,Armenia,,,,,Armenian
1532874,TRUE,GALSTYAN Slavik,Male,Athlete,Armenia,Armenia,0,0,['Wrestling'],"[""Men's Greco-Roman 67kg""]",1996-12-21,,,YEREVAN,Armenia,,,,,Armenian
1532944,TRUE,HARUTYUNYAN Arsen,Male,Athlete,Armenia,Armenia,0,0,['Wrestling'],"[""Men's Freestyle 57kg""]",1999-11-22,MASIS,Armenia,YEREVAN,Armenia,,,Athlete,Graduated with a Master's degree from the Armenian State Institute of Physical Culture and Sport (2023),Armenian
1532945,TRUE,TEVANYAN Vazgen,Male,Athlete,Armenia,Armenia,0,0,['Wrestling'],"[""Men's Freestyle 65kg""]",1999-10-27,POKR VEDI,Armenia,,Armenia,,,Athlete,"Studied at the Armenian State Institute of Physical Culture and Sport (Yerevan, ARM)","Armenian, Russian"
1532951,TRUE,ARENAS Lorena,Female,Athlete,Colombia,Colombia,162,0,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",1993-09-17,PEREIRA,Colombia,MELBOURNE,Australia,,,Athlete,"Physical Education at Jaime Isaza Cadavid Colombian Polytechnic, Medellin (COL)",Spanish
1533112,TRUE,McKENZIE Ashley,Male,Athlete,Jamaica,Jamaica,0,0,['Judo'],['Men -60 kg'],1989-07-17,LONDON,Great Britain,CAMBERLEY,Great Britain,Bad Boy,Music,Athlete,,English
1533136,TRUE,BASS BITTAYE Gina Mariam,Female,Athlete,Gambia,Gambia,161,0,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",1995-05-03,TUBAKUTA,Gambia,,,Earlier in her career she was nicknamed the 'Poor Olympian' due to the financial challenges she faced,,"Athlete, police officer (sub-inspector)",,"English, French"
1533176,TRUE,CAMARA Ebrahima,Male,Athlete,Gambia,Gambia,178,0,['Athletics'],"[""Men's 100m""]",1996-09-18,BUNDUNG,Gambia,ANGERS,France,,"Running, watching movies, football, chatting with friends","Athlete, prison officer",,"Arabic, English, French, Mandinka, Wolof"
1533188,TRUE,RUEDA SANTOS Lizeth,Female,Athlete,Mexico,Mexico,0,0,['Triathlon'],"[""Women's Individual""]",1994-03-07,GUADALAJARA,Mexico,XALAPA,Mexico,,,Athlete,Studied Medicine at the University of Guadalajara (MEX),Spanish
1533189,TRUE,TAPIA VIDAL Rosa Maria,Female,Athlete,Mexico,Mexico,0,0,['Triathlon'],"[""Women's Individual""]",1997-08-27,HERMOSILLO,Mexico,GUADALAJARA,Mexico,,,Athlete,"Nutrition - Universidad La Salle Noroeste, Ciudad Obregon, Mexico","English, Spanish"
1533190,TRUE,GRAJALES Crisanto,Male,Athlete,Mexico,Mexico,0,0,['Triathlon'],"[""Men's Individual""]",1987-05-06,XALAPA,Mexico,XALAPA,Mexico,"Diamante Negro (Black Diamond), Martillo Xalapeno (Hammer from Xalapa, given to him by Spanish triathlete Javier Gomez Noya)","Music, films",Athlete,Sport Studies - University of Veracuz (MEX),Spanish
1533208,TRUE,MAAROUFOU Hachim,Male,Athlete,Comoros,Comoros,183,0,['Athletics'],"[""Men's 100m""]",1997-02-13,MARSEILLE,France,MARSEILLE,France,,,Athlete,,French
1533209,TRUE,SAADI Maesha,Female,Athlete,Comoros,Comoros,0,0,['Swimming'],"[""Women's 50m Freestyle""]",2007-01-16,VIENNE,France,SAINT-ROMAIN-EN-GAL,France,,,"Athlete, student",,French
1533230,TRUE,DIOSDADO Nuria,Female,Athlete,Mexico,Mexico,0,0,['Artistic Swimming'],"['Team', 'Duet']",1990-08-22,GUADALAJARA,Mexico,MEXICO CITY,Mexico,"Nutria (""Otter"" in Spanish)","Spending time with friends, playing the piano, going to the cinema","Athlete, sport soldier","Studied Business Administration at Anahuac University (MEX) and later completed two Master's Degrees in Marketing and Public Image at the College of Public Image (Mexico City, MEX)",Spanish
1533231,TRUE,JIMENEZ Joana,Female,Athlete,Mexico,Mexico,0,0,['Artistic Swimming'],"['Team', 'Duet']",1993-08-19,ECATEPEC DE MORELOS,Mexico,MEXICO CITY,Mexico,Joa,Dancing,"Athlete, sport soldier","Studied undergrad Psychology at the University of Latin America (Mexico City, MEX) and completed her Master's degree in the same subject at the Technological University of Mexico (Mexico City)",Spanish
1533232,TRUE,SOBRINO Jessica,Female,Athlete,Mexico,Mexico,0,0,['Artistic Swimming'],['Team'],1994-05-26,MEXICO CITY,Mexico,MEXICO CITY,Mexico,,"Going to the movies, going to restaurants",Athlete,"Studied Business Administration at the Autonomous University of Mexico State (Toluca, MEX)",Spanish
1533234,TRUE,ALFEREZ Regina,Female,Athlete,Mexico,Mexico,0,0,['Artistic Swimming'],['Team'],1997-12-01,,,MEXICO CITY,Mexico,,"Travel, photography, cooking, spending time with friends",Athlete,"Studied at Tecmilenio University (Monterrey, MEX)",Spanish
1533235,TRUE,ARELLANO Fernanda,Female,Athlete,Mexico,Mexico,0,0,['Artistic Swimming'],['Team'],2002-02-28,,,MEXICO CITY,Mexico,,,"Athlete, student","Studies at the University of the Valley of Mexico Coyoacan-Tlalpan (Mexico City, MEX)",Spanish
1533237,TRUE,TOSCANO Pamela,Female,Athlete,Mexico,Mexico,0,0,['Artistic Swimming'],['Team'],2000-01-13,,,GUADALAJARA,Mexico,,Choreography,"Athlete, sport soldier","Studied Business Administration at Anahuac University (Mexico City, MEX)",Spanish
1533239,TRUE,GONZALEZ Itzamary,Female,Athlete,Mexico,Mexico,0,0,['Artistic Swimming'],['Team'],2003-11-14,,,,,,,Athlete,,Spanish
1533240,TRUE,RODRIGUEZ Samanta,Female,Athlete,Mexico,Mexico,0,0,['Artistic Swimming'],['Team'],1994-12-05,,,,,Samanta,,Athlete,,Spanish
1533243,TRUE,INZUNZA Glenda,Female,Alternate Athlete,Mexico,Mexico,0,0,['Artistic Swimming'],['Team'],2000-03-12,,,,,,,,,
1533245,TRUE,SEHEN Sajjad,Male,Athlete,Iraq,Iraq,0,0,['Judo'],['Men -81 kg'],1996-03-08,,Iraq,,Iraq,,,,,Arabic
1533359,TRUE,RUBAIAWI Ali Ammar Yusur,Male,Athlete,Iraq,Iraq,0,0,['Weightlifting'],"[""Men's +102kg""]",2004-08-02,,,BAGHDAD,Iraq,,,Athlete,,Arabic
1533364,TRUE,ISMAIL Mohamed,Male,Athlete,Djibouti,Djibouti,170,0,['Athletics'],"[""Men's 5000m""]",1997-01-01,,Djibouti,ALI SABIEH,Djibouti,Fatah,,"Athlete, sport soldier",,"French, Somali"
1533371,TRUE,HASSAN Ibrahim,Male,Athlete,Djibouti,Djibouti,170,0,['Athletics'],"[""Men's Marathon""]",1997-01-01,,,,Djibouti,Ougas,,"Athlete, soldier with the Djiboutian Republican Guard",,Somali
1533372,TRUE,WAISS Abdi,Male,Athlete,Djibouti,Djibouti,170,0,['Athletics'],"[""Men's 5000m""]",1996-07-03,,Djibouti,,,,,"Athlete, sport soldier",,"French, Somali"
1533374,TRUE,HASSAN NOUR Samiyah,Female,Athlete,Djibouti,Djibouti,160,0,['Athletics'],"[""Women's 5000m""]",1999-12-05,,,,,,,"Athlete, sport soldier",,
1533378,TRUE,HOUSSEIN BARKAT Houmed,Male,Athlete,Djibouti,Djibouti,0,0,['Swimming'],"[""Men's 50m Freestyle""]",2004-04-04,,,DJIBOUTI,Djibouti,,,,,"English, French"
1535180,TRUE,BARAT Andy,Male,Athlete,Comoros,Comoros,0,0,['Canoe Slalom'],"[""Men's Kayak Single"", ""Men's Kayak Cross""]",1997-11-29,ANJOUAN,Comoros,,France,,,,,French
1535186,TRUE,MARTINEZ RAMIREZ Miguel Angel,Male,Athlete,Mexico,Mexico,178,0,['Boxing'],"[""Men's 63.5kg""]",2001-03-17,DURANGO,Mexico,,Mexico,Piolin,,,,Spanish
1535187,TRUE,VERDE ALVAREZ Marco Alonso,Male,Athlete,Mexico,Mexico,180,0,['Boxing'],"[""Men's 71kg""]",2002-02-11,MAZATLAN,Mexico,MAZATLAN,Mexico,Green,,,,Spanish
1535191,TRUE,GONZALEZ Alegna,Female,Athlete,Mexico,Mexico,158,0,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",1999-01-02,OJINAGA,Mexico,MEXICO CITY,Mexico,,,"Athlete, serves in the navy","Graduated in 2021 with a degree in Sports Science from Universidad La Salle, Mexico City (MEX). Plans to pursue a Master's degree in Political Science",Spanish
1535195,TRUE,LOPEZ Jesus Tonatiu,Male,Athlete,Mexico,Mexico,190,0,['Athletics'],"[""Men's 800m""]",1997-08-02,HERMOSILLO,Mexico,HERMOSILLO,Mexico,Tona,"Reading, listening to music, puzzles",Athlete,"Sport Studies at University of Sonora (Hermosillo, MEX)",Spanish
1535199,TRUE,PORTILLO Erick,Male,Athlete,Mexico,Mexico,190,0,['Athletics'],"[""Men's High Jump""]",2000-10-05,CHIHUAHUA,Mexico,MEXICO CITY,Mexico,El flaco (the slim one),,Athlete,,Spanish
1535201,TRUE,MUNOZ Uziel,Male,Athlete,Mexico,Mexico,185,0,['Athletics'],"[""Men's Shot Put""]",1995-09-08,NUEVO CASAS GRANDES,Mexico,MONTERREY,Mexico,,,Athlete,Graduated with a Bachelor's degree in Business Administration from the Autonomous University of Ciudad Juarez (MEX),Spanish
1535202,TRUE,del REAL Diego,Male,Athlete,Mexico,Mexico,185,0,['Athletics'],"[""Men's Hammer Throw""]",1994-03-06,MONTERREY,Mexico,MONTERREY,Mexico,The Cat. El Thor Mexicano (the Mexican Thor),,Athlete,"Nuevo Leon State Autonomous University (San Nicolas de los Garza, MEX)","English, Spanish"
1535203,TRUE,DOCTOR Jose Luis,Male,Athlete,Mexico,Mexico,175,0,['Athletics'],"[""Men's 20km Race Walk""]",1996-06-14,HUIXQUILUCAN,Mexico,MEXICO CITY,Mexico,,,Athlete,,Spanish
1535212,TRUE,MORAN Paola,Female,Athlete,Mexico,Mexico,169,0,['Athletics'],"[""Women's 400m""]",1997-02-25,GUADALAJARA,Mexico,GUADALAJARA,Mexico,,"Reading, watching television and walking her dog. Loves tacos",Athlete,"Graduated in 2022 with a Bachelor's degree in Nutrition and General Well-being from the Monterrey Institute of Technology and Higher Education (Guadalajara, MEX)",Spanish
1535214,TRUE,GALVAN Laura,Female,Athlete,Mexico,Mexico,162,0,['Athletics'],"[""Women's 5000m""]",1991-10-05,LA SAUCEDA,Mexico,GUANAJUATO,Mexico,The Gazelle from La Sauceda (her hometown),"Loves chilaquiles, a Mexican breakfast dish, and listening to podcasts",Athlete,"Graduated in 2016 with a Bachelor's degree in Food Science and Industry from Kansas State University, Manhattan, KS (USA)","English, Spanish"
1535216,TRUE,CORTES Alma Delia,Female,Athlete,Mexico,Mexico,160,0,['Athletics'],"[""Women's 5000m""]",1997-12-26,TULTITLAN,Mexico,TULTITLAN,Mexico,,,Athlete,"Graduated with a Bachelor's degree in Criminology at Centro Universitario de  Cuautitlan, Cuautitlan (MEX)",Spanish
1535217,TRUE,CRISTIAN MOSCOTE Citlali,Female,Athlete,Mexico,Mexico,154,0,['Athletics'],"[""Women's Marathon""]",1995-04-15,SAN JUAN DE LOS LAGOS,Mexico,ZAPOPAN,Mexico,,,Athlete,Studies Marketing at University of Guadalajara (MEX),Spanish
1535222,TRUE,PALMA OLIVARES Ever Jair,Male,Athlete,Mexico,Mexico,168,0,['Athletics'],['Marathon Race Walk Relay Mixed'],1992-03-18,ZIT?CUARO,Mexico,,Mexico,,"Travelling, learning about foreign cultures.</p><p>Started learning French for nine months ahead of the 2024 Paris Olympic Games, but upon his arrival in Paris, realised that the language is more complicated than expected. ""It's not easy at all, but you try."" (esto.com.mx, 26 Jul 2024)","Athlete, entrepreneur",Business Administration - Universidad Anahuac Mexico North Campus (MEX),Spanish
1535225,TRUE,OETLING RAMIREZ Elena,Female,Athlete,Mexico,Mexico,0,0,['Sailing'],"[""Women's Dinghy""]",1993-04-18,CHAPALA,Mexico,CHAPALA,Mexico,,Reading,"Athlete, business owner",Sport Studies at University of Guadalajara (MEX),"English, German, Spanish"
1535226,TRUE,AGUILAR CHAVEZ PEON Mariana,Female,Athlete,Mexico,Mexico,0,0,['Sailing'],"[""Women's Windsurfing""]",1999-03-12,MEXICO CITY,Mexico,,Mexico,,,"Athlete, student",Monterrey Institute of Technology (MEX),Spanish
1535252,TRUE,LECHUGA ALANIS Kenia,Female,Athlete,Mexico,Mexico,0,0,['Rowing'],"[""Women's Single Sculls""]",1994-06-26,SANTIAGO,Mexico,MEXICO CITY,Mexico,,,Armed Forces athlete,Studied Exercise Science at the Autonomous University of Nuevo Leon (MEX),Spanish
1535260,TRUE,LOPEZ GARCIA Alexis,Male,Athlete,Mexico,Mexico,0,0,['Rowing'],"[""Lightweight Men's Double Sculls""]",1997-05-01,SAN FELIPE,Mexico,MEXICO CITY,Mexico,,,Athlete,,Spanish
1535267,TRUE,CARBALLO NIETO Miguel,Male,Athlete,Mexico,Mexico,0,0,['Rowing'],"[""Lightweight Men's Double Sculls""]",1992-07-08,LA PAZ,Mexico,MEXICO CITY,Mexico,,,Athlete,,Spanish
1535310,TRUE,BLANCO Luisa,Female,Athlete,Colombia,Colombia,0,0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",2001-11-18,"LOS ANGELES, CA",United States,"TUSCALOOSA, AL",,,,"Athlete, student","Has a Bachelor's degree in Political Science, studying for a Master?셲 degree in Communication Studies at the University of Alabama in Tuscaloosa (AL, USA)",English
1535343,TRUE,WILLARS VALDEZ Randal,Male,Athlete,Mexico,Mexico,0,0,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",2002-04-30,MEXICO CITY,Mexico,MEXICO CITY,Mexico,,,Armed forces athlete,,Spanish
1535345,TRUE,BERLIN REYES Kevin,Male,Athlete,Mexico,Mexico,0,0,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",2001-04-25,VERACRUZ,Mexico,MONTERREY,Mexico,,"Electronics, football, supporting Spanish football club Barcelona",Athlete,,Spanish
1535346,TRUE,OROZCO LOZA Alejandra,Female,Athlete,Mexico,Mexico,0,0,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",1997-04-19,ZAPOPAN,Mexico,GUADALAJARA,Mexico,Ale,"Watching movies, spending time with family, music",Armed forces athlete,,Spanish
1535348,TRUE,AGUNDEZ GARCIA Gabriela,Female,Athlete,Mexico,Mexico,0,0,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",2000-08-04,LA PAZ,Mexico,,Mexico,Gaby,,Armed forces athlete,,Spanish
1535349,TRUE,OLVERA IBARRA Osmar,Male,Athlete,Mexico,Mexico,0,0,['Diving'],"[""Men's 3m Springboard"", ""Men's Synchronised 3m Springboard""]",2004-06-05,MEXICO CITY,Mexico,,,,,,,
1535350,TRUE,GARZA PEREZ Eugenio,Male,Athlete,Mexico,Mexico,0,0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",1996-07-23,MONTERREY,Mexico,"WELLINGTON, FL",United States,,,Athlete,"Degree in Business from University of Miami (Coral Gables, FL, USA)","English, Spanish"
1535351,TRUE,FERNANDEZ Federico,Male,Athlete,Mexico,Mexico,0,0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",1968-03-28,"NAPALUCAN, PUEBLO",Mexico,MEXICO CITY,Mexico,,Travelling,In 2004 he launched Grupo SIM which offers business services to small and medium-sized companies in Mexico,Master's degree in Senior Business Management from Universidad Panamericana in Mexico City (MEX),"English, Spanish"
1535354,TRUE,de LARA OJEDA Miguel Alejandro,Male,Athlete,Mexico,Mexico,0,0,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 200m Breaststroke""]",1994-08-09,TORRE?N,Mexico,"BLACKSBURG, VA",United States,,,,Graduated in Bachelor of Commerce and International Business at Tecmilenio University (MEX) in 2018,Spanish
1535356,TRUE,MORENO Alexa,Female,Athlete,Mexico,Mexico,0,0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",1994-08-08,MEXICALI,Mexico,TIJUANA,Mexico,,"Anime, karaoke",Athlete,Architecture at University of the Valley of Mexico (MEX),"English, Spanish"
1535357,TRUE,SANDOVAL Ahtziri,Female,Athlete,Mexico,Mexico,0,0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",1996-10-05,GUADALAJARA,Mexico,GUADALAJARA,Mexico,,,Athlete,,Spanish
1535358,TRUE,FLORES Sofia,Female,Athlete,Mexico,Mexico,0,0,['Rhythmic Gymnastics'],['Group All-Around'],2004-12-20,,Mexico,,Mexico,,,Athlete,,"English, Spanish"
1535359,TRUE,SALAZAR Kimberly,Female,Athlete,Mexico,Mexico,0,0,['Rhythmic Gymnastics'],['Group All-Around'],2004-04-24,XALAPA,Mexico,,Mexico,Kiki,,Athlete,"Anahuac University (Mexico City, MEX)",Spanish
1535360,TRUE,TEJEDA Adirem,Female,Athlete,Mexico,Mexico,0,0,['Rhythmic Gymnastics'],['Group All-Around'],2002-06-21,,,,,,,Athlete,,Spanish
1535361,TRUE,ALCOCER Dalia,Female,Athlete,Mexico,Mexico,0,0,['Rhythmic Gymnastics'],['Group All-Around'],2004-01-02,MERIDA,Mexico,,Mexico,Dalita,,Athlete,,Spanish
1535362,TRUE,GUTIERREZ Julia,Female,Athlete,Mexico,Mexico,0,0,['Rhythmic Gymnastics'],['Group All-Around'],2007-09-13,MERIDA,Mexico,,Mexico,July,,Athlete,,Spanish
1535363,TRUE,HERNANDEZ Emiliano,Male,Athlete,Mexico,Mexico,0,0,['Modern Pentathlon'],"[""Men's Individual""]",1998-01-27,MEXICO CITY,Mexico,MEXICO CITY,Mexico,,"Playing football, watching movies",,"Studied Marketing at the University of the Incarnate Word (San Antonio, TX, USA), while competing on the university fencing team 2016-17","English, Spanish"
1535364,TRUE,CARRILLO Duilio,Male,Athlete,Mexico,Mexico,0,0,['Modern Pentathlon'],"[""Men's Individual""]",1997-03-24,GUADALAJARA,Mexico,MEXICO CITY,Mexico,,Folk dancing (he is member of the Mexican Folk Dance Company),Armed Forces athlete,"Studied Business Administration at Anahuac University (Mexico City, MEX)",Spanish
1535365,TRUE,OLIVER Mayan,Female,Athlete,Mexico,Mexico,0,0,['Modern Pentathlon'],"[""Women's Individual""]",1993-07-11,,Mexico,CUAUTITLAN IZCALLI,Mexico,,,,,Spanish
1535366,TRUE,SANSORES Carlos,Male,Athlete,Mexico,Mexico,0,0,['Taekwondo'],['Men +80kg'],1997-06-25,CANCUN,Mexico,CANCUN,Mexico,,,Athlete,"Studied at Anahuac University (Mexico City, MEX)",Spanish
1535367,TRUE,SOUZA Daniela Paola,Female,Athlete,Mexico,Mexico,0,0,['Taekwondo'],['Women -49kg'],1999-08-27,"ZAPOPAN, JALISCO",Mexico,TIJUANA,Mexico,,,Military athlete,"Graduated in 2023 with a degree in Business Administration from An찼huac University (Mexico City, MEX)",Spanish
1535368,TRUE,CLELAND QUINONEZ Alan,Male,Athlete,Mexico,Mexico,0,0,['Surfing'],['Men'],2002-06-19,BOCA DE PASCUALES,Mexico,AVECES,Mexico,Chango,,Athlete,,"England, Spanish"
1535373,TRUE,GRIGORIAN Aram,Male,Athlete,UA Emirates,UA Emirates,0,0,['Judo'],['Men -90 kg'],1998-06-09,MOSCOW,Russian Federation,MOSCOW,Russian Federation,,Fishing and cinema,Athlete,,Russian
1535374,TRUE,KOSTOEV Dzhafar,Male,Athlete,UA Emirates,UA Emirates,0,0,['Judo'],['Men -100 kg'],1999-04-28,"NAZRAN, INGUSHETIA",Russian Federation,ABU DHABI,UA Emirates,,,Athlete,,"Arabic, Russian"
1535375,TRUE,MAGOMEDOMAROV Magomedomar,Male,Athlete,UA Emirates,UA Emirates,0,0,['Judo'],['Men +100 kg'],2001-04-10,,Russian Federation,,UA Emirates,,,Athlete,,Russian
1535376,TRUE,TATALASHVILI Nugzari,Male,Athlete,UA Emirates,UA Emirates,0,0,['Judo'],['Men -81 kg'],1990-03-20,TBILISI,Georgia,GORI,Georgia,Bacho,Sports cars,,,"English, Georgian, Russian"
1535383,TRUE,BISHRELT Khorloodoi,Female,Athlete,UA Emirates,UA Emirates,0,0,['Judo'],['Women -52 kg'],1998-05-29,ARVAIKHEER,Mongolia,ULAANBAATAR,Mongolia,"Hoogii. ""My foreign friends called me Hoogii because they couldn?셳 pronounce my full name."" (Athlete, 19 Apr 2024)","Riding horses and dancing. ""I dance very well but I'm shy."" (Athlete, 19 Apr 2024)",,,Mongolian
1535385,TRUE,HOUSSEIN Alexandre,Male,Athlete,Djibouti,Djibouti,0,0,['Judo'],['Men -73 kg'],1998-03-28,COMPI?GNE,France,PARIS,France,,"Sports, history, travelling","Athlete, student","Graduated in 2021 at Grenoble Ecole de Management, Technology and Innovation, Paris (FRA).</p><p>Studied at CFA Universite et Sports, Paris (FRA)","English, French, Spanish"
1535395,TRUE,AL SAYEGH Safia,Female,Athlete,UA Emirates,UA Emirates,0,0,['Cycling Road'],"[""Women's Road Race""]",2001-09-23,,,,,,,"Athlete, student","Studying Graphic Design at American University (Dubai, UAE)","Arabic, English"
1535420,TRUE,VALENCIA Alejandra,Female,Athlete,Mexico,Mexico,0,0,['Archery'],"[""Women's Individual"", ""Women's Team"", 'Mixed Team']",1994-10-17,HERMOSILLO,Mexico,HERMOSILLO,Mexico,,"Playing the violin, listening to music, singing, drawing, surfing the internet, watching movies, reading","Athlete, sport soldier",Studied Graphic Design at the University of Sonora (MEX),Spanish
1535429,TRUE,RUIZ Angela,Female,Athlete,Mexico,Mexico,0,0,['Archery'],"[""Women's Individual"", ""Women's Team""]",2006-07-28,,,MEXICO CITY,Mexico,Angy,,"Athlete, student",,"English, Spanish"
1535430,TRUE,GRANDE Matias,Male,Athlete,Mexico,Mexico,0,0,['Archery'],"[""Men's Individual"", ""Men's Team"", 'Mixed Team']",2004-04-26,GUANAJUATO,Mexico,MEXICO CITY,Mexico,,,"Athlete, student",Studies Business Administration virtually through the Autonomous University of Coahuila (MEX),Spanish
1535433,TRUE,PRIETO Marcela,Female,Athlete,Mexico,Mexico,0,0,['Cycling Road'],"[""Women's Road Race""]",1992-03-11,AGUASCALIENTES,Mexico,,,,,Athlete,,Spanish
1535438,TRUE,RAMIREZ RAMOS Edson Ismael,Male,Athlete,Mexico,Mexico,0,0,['Shooting'],"['10m Air Rifle Men', '10m Air Rifle Mixed Team']",2000-07-10,CIUDAD VICTORIA,Mexico,SALTILLO,Mexico,El Chino,,"Athlete, student",,Spanish
1535439,TRUE,RODRIGUEZ Gabriela,Female,Athlete,Mexico,Mexico,0,0,['Shooting'],['Skeet Women'],1996-12-12,NUEVO LEON,Mexico,SALTILLO,Mexico,"Gaby, Gabi","Working out, hiking",Athlete,"Studied Clinical Psychology at the Monterrey Institute of Technology and Higher Education (Monterrey, MEX). Now studying for a Master's in Psychotherapy","English, Spanish"
1535440,TRUE,ZAVALA VAZQUEZ Alejandra,Female,Athlete,Mexico,Mexico,0,0,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",1984-06-16,GUADALAJARA,Mexico,LEON,Mexico,,"Reading, music",Military athlete,,"English, Spanish"
1535441,TRUE,QUEZADA MARQUEZ Carlos,Male,Athlete,Mexico,Mexico,0,0,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men']",1999-10-21,GUADALAJARA,Mexico,GUADALAJARA,Mexico,Charly,Playing video games,"Athlete, student",Studies Physical Culture and Sport,Spanish
1535442,TRUE,PENAFLOR MOYSEN Aram Michell,Male,Athlete,Mexico,Mexico,0,0,['Triathlon'],"[""Men's Individual""]",1999-03-11,TOLUCA,Mexico,GUADALAJARA,Mexico,,"Going to the cinema, watching series, listening to music, getting to know new places",Athlete,,Spanish
1535444,TRUE,REINOSO Sofia,Female,Athlete,Mexico,Mexico,0,0,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]",1996-10-23,PUEBLA,Mexico,TLAPACOYAN,Mexico,Sofi,"Creeking, cliff jumping",Athlete,,"English, Spanish"
1535448,TRUE,BRIONES FRAGOZA Beatriz,Female,Athlete,Mexico,Mexico,0,0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",1999-02-10,TIJUJANA,Mexico,SULTANA DEL NORTE,Mexico,The Russian,,Athlete,,Spanish
1535449,TRUE,ALANIS MORALES Karina,Female,Athlete,Mexico,Mexico,0,0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",1993-12-09,MONTERREY,Mexico,,,,,Athlete,Studied Sports Organisation at Autonomous University of Nuevo Le처n (MEX),Spanish
1535505,TRUE,LINARES Natalia,Female,Athlete,Colombia,Colombia,171,0,['Athletics'],"[""Women's Long Jump""]",2003-01-03,VALLEDUPAR,Colombia,SANTA MARTA,Colombia,,Reading,"Athlete, student","Sports Professional Programme at Universidad del Magdalena, Santa Marta (COL)",Spanish
1535506,TRUE,LONGA Ronal,Male,Athlete,Colombia,Colombia,183,0,['Athletics'],"[""Men's 100m""]",2004-06-30,ISTMINA,Colombia,BOGOTA,Colombia,,,Athlete,,Spanish
1535511,TRUE,RUIZ HURTADO Flor Denis,Female,Athlete,Colombia,Colombia,175,0,['Athletics'],"[""Women's Javelin Throw""]",1991-01-29,PRADERA,Colombia,PALMIRA,Colombia,,,Athlete,"Graduated in 2015 with a Criminal Justice degree from Universidad Metropolitana, San Juan (PUR)",Spanish
1535512,TRUE,ORJUELA Angie,Female,Athlete,Colombia,Colombia,158,0,['Athletics'],"[""Women's Marathon""]",1989-05-09,BOGOTA,Colombia,BOGOTA,Colombia,,,Athlete,"Graduated with a Bachelor's degree in Spanish Language from the University of Tolima, Ibague (COL)",Spanish
1535513,TRUE,RENTERIA RENTERIA Tatiana,Female,Athlete,Colombia,Colombia,0,0,['Wrestling'],"[""Women's Freestyle 76kg""]",2000-12-22,,,VALLE DEL CAUCA,Colombia,,,,,Spanish
1535514,TRUE,VALDES PANA Angie Paola,Female,Athlete,Colombia,Colombia,165,0,['Boxing'],"[""Women's 60kg""]",2000-07-14,BARRANQUILLA,Colombia,BARRANQUILLA,Colombia,,,,,Spanish
1535522,TRUE,ARBOLEDA MENDOZA Valeria,Female,Athlete,Colombia,Colombia,164,0,['Boxing'],"[""Women's 57kg""]",2002-04-13,BOGOTA,Colombia,,Colombia,,"Drawing, reading, shopping, spending time with family",Parks assistant,"Plans to go to university after Paris 2024 to study physical therapy, sports training or physical education",Spanish
1535524,TRUE,BOLANOS LOPEZ Victor,Male,Athlete,Colombia,Colombia,0,0,['Sailing'],"[""Men's Kite""]",1994-09-19,RESTREPO VALLE DEL CAUCA,Colombia,SANTIAGO DE CALI,Colombia,,Cycling,,Software Engineering at Universidad del Cauca (COL),Spanish
1535609,TRUE,ABDOLI Samyar,Male,Athlete,IR Iran,IR Iran,0,0,['Swimming'],"[""Men's 100m Freestyle""]",2002-12-25,,,,,,,Athlete,,
