code,current,name,gender,function,country,nationality,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,lang
1912532,TRUE,KNIGHT Josie,Female,Athlete,Great Britain,Great Britain,0,0,['Cycling Track'],"[""Women's Team Pursuit""]",1997-03-29,AYLESBURY,Ireland,,,,"Cooking, sewing, swimming",Athlete,,English
1912536,TRUE,LOWE Ed,Male,Athlete,Great Britain,Great Britain,0,0,['Cycling Track'],"[""Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint""]",2003-08-24,STAMFORD,Great Britain,MANCHESTER,Great Britain,,,Athlete,,English
1912537,TRUE,MACLEAN-HOWELL Ella,Female,Athlete,Great Britain,Great Britain,0,0,['Cycling Mountain Bike'],"[""Women's Cross-country""]",2004-09-01,,,,,,,Athlete,,English
1912538,TRUE,MORRIS Anna,Female,Athlete,Great Britain,Great Britain,0,0,['Cycling Track'],"[""Women's Team Pursuit""]",1995-06-13,CARDIFF,Great Britain,,,,,Athlete,Graduated with a Doctorate in Medicine from the University of Southampton (GBR),English
1912546,TRUE,PIDCOCK Thomas,Male,Athlete,Great Britain,Great Britain,0,0,"['Cycling Road', 'Cycling Mountain Bike']","[""Men's Road Race"", ""Men's Cross-country""]",1999-07-30,LEEDS,Great Britain,,Andorra,Pidders,"Playing video games, hiking, skiing",Athlete,,English
1912548,TRUE,REILLY Kieran Darren David,Male,Athlete,Great Britain,Great Britain,0,0,['Cycling BMX Freestyle'],"[""Men's Park""]",2001-07-12,NEWCASTLE,Great Britain,CORBY,Great Britain,,,Athlete,,English
1912549,TRUE,RICHARDS Evie,Female,Athlete,Great Britain,Great Britain,0,0,['Cycling Mountain Bike'],"[""Women's Cross-country""]",1997-03-11,MALVERN,Great Britain,,,,"Travelling, baking, singing, healthy eating, fitness, being outdoors, swimming, spending time with friends, cafes, driving. ?쏷here is also a lot I love off the bike, so the list is endless.??(outsideonline.com, 17 Nov 2023)",Athlete,,English
1912553,TRUE,SHRIEVER Bethany,Female,Athlete,Great Britain,Great Britain,0,0,['Cycling BMX Racing'],['Women'],1999-04-19,LEYTONSTONE,Great Britain,MANCHESTER,Great Britain,Beth,Collecting shoes,Athlete,,English
1912557,TRUE,STEWART Mark,Male,Athlete,Great Britain,Great Britain,0,0,['Cycling Track'],"[""Men's Madison""]",1995-08-25,,,,,,,,,
1912560,TRUE,TANFIELD Charlie,Male,Athlete,Great Britain,Great Britain,0,0,['Cycling Track'],"[""Men's Team Pursuit""]",1996-11-17,MIDDLESBROUGH,Great Britain,GREAT AYYON,Great Britain,,,Athlete,"Studied Mechanical Engineering at Derby University (GBR),",English
1912562,TRUE,TARLING Josh,Male,Athlete,Great Britain,Great Britain,0,0,['Cycling Road'],"[""Men's Road Race"", ""Men's Individual Time Trial""]",2004-02-15,ABERAERON,Great Britain,ANDORRA LA VELLA,Andorra,Josh,,Athlete,,English
1912564,TRUE,THOMAS Lowri,Female,Alternate Athlete,Great Britain,Great Britain,0,0,['Cycling Track'],"[""Women's Team Sprint""]",1999-03-03,,,,,,,,,
1912567,TRUE,TRUMAN Joseph,Male,Alternate Athlete,Great Britain,Great Britain,0,0,['Cycling Track'],"[""Men's Team Sprint""]",1997-02-14,PETERSFIELD,Great Britain,PORTSMOUTH,Great Britain,,"Going to the cinemas, playing guitar, going into town for some food","Athlete, coach","Studied Sports Science at Loughborough University, GBR",English
1912568,TRUE,TURNBULL Hamish,Male,Athlete,Great Britain,Great Britain,0,0,['Cycling Track'],"[""Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint""]",1999-07-13,MORPETH,Great Britain,MANCHESTER,Great Britain,Morpeth Mish,,Athlete,,English
1912571,TRUE,VERNON Ethan,Male,Athlete,Great Britain,Great Britain,0,0,['Cycling Track'],"[""Men's Team Pursuit""]",2000-08-26,BEDFORD,Great Britain,ANDORRA,Spain,,,Athlete,,English
1912573,TRUE,WHYTE Kye,Male,Athlete,Great Britain,Great Britain,0,0,['Cycling BMX Racing'],['Men'],1999-09-21,PECKHAM,Great Britain,PECKHAM,,Prince of Peckham,,Athlete,,English
1912575,TRUE,WOOD Oliver,Male,Athlete,Great Britain,Great Britain,0,0,['Cycling Track'],"[""Men's Madison"", ""Men's Omnium"", ""Men's Team Pursuit""]",1995-11-26,WAKEFIELD,Great Britain,MANCHESTER,Great Britain,Ollie,Music,Athlete,,English
1912576,TRUE,WORTHINGTON Charlotte Elizabeth,Female,Athlete,Great Britain,Great Britain,0,0,['Cycling BMX Freestyle'],"[""Women's Park""]",1996-06-26,MANCHESTER,Great Britain,MANCHESTER,Great Britain,Chaz,"Photography, guitar, walks and village coffee shops",Athlete,,English
1912577,TRUE,WRIGHT Fred,Male,Athlete,Great Britain,Great Britain,0,0,['Cycling Road'],"[""Men's Road Race""]",1999-06-13,LONDON,Great Britain,,,,"Film, PlayStation, table tennis",Athlete,,English
1912638,TRUE,BARON Angela,Female,Athlete,Colombia,Colombia,170,0,['Football'],['Women'],2003-09-18,"KELLER, TX",United States,,,,,Athlete,,Spanish
1912639,TRUE,FAGUNDEZ Eric,Male,Athlete,Uruguay,Uruguay,0,0,['Cycling Road'],"[""Men's Road Race""]",1998-08-19,VERGARA,Uruguay,VERGARA,Uruguay,,,Athlete,,Spanish
1912774,TRUE,CAICEDO Linda,Female,Athlete,Colombia,Colombia,162,0,['Football'],['Women'],2005-02-22,CANDELARIA,Colombia,,,,,Athlete,,"English, Spanish"
1912778,TRUE,ALCALA CEGOVIA Omailyn Carolina,Female,Athlete,Venezuela,Venezuela,167,0,['Boxing'],"[""Women's 57kg""]",1998-09-09,,,,Venezuela,,,,,Spanish
1912783,TRUE,BUHROVA Polina,Female,Athlete,Ukraine,Ukraine,171,0,['Badminton'],"[""Women's Singles""]",2004-01-30,KHARKIV,Ukraine,,,,,Athlete,,English
1912784,TRUE,APRAHAMIAN Alain,Male,Athlete,Uruguay,Uruguay,0,0,['Judo'],['Men -81 kg'],1988-01-26,,Uruguay,VALENCIA,Spain,,"Reading, writing, dancing, theatre class. Enjoys going to the beach",Athlete,Bachelor's degree in International Business and Integration from Catholic University of Uruguay. Master's degree in International Sports Management at European Sport Business School,"English, French, Spanish"
1912786,TRUE,PAUL Nicholas,Male,Athlete,Trinidad and Tobago,Trinidad and Tobago,0,0,['Cycling Track'],"[""Men's Keirin"", ""Men's Sprint""]",1998-09-23,GASPARILLO,Trinidad and Tobago,,,,,Athlete,,English
1912790,TRUE,BROWNE Kwesi,Male,Athlete,Trinidad and Tobago,Trinidad and Tobago,0,0,['Cycling Track'],"[""Men's Keirin"", ""Men's Sprint""]",1994-01-31,ARIMA,Trinidad and Tobago,,,,,Athlete,"Civil Engineering at University of Trinidad and Tobago, Arima (TTO)",English
1912803,TRUE,MOYA Diego,Male,Athlete,Chile,Chile,0,0,['Triathlon'],"[""Men's Individual""]",1998-10-19,SANTIAGO,Chile,,,,Spending time with family,Athlete,,"English, Spanish"
1912804,TRUE,NOLLES Leo,Male,Athlete,Uruguay,Uruguay,0,0,['Swimming'],"[""Men's 100m Freestyle""]",2003-04-12,,,,,,,Athlete,,
1912813,TRUE,HIBBERT Jaydon,Male,Athlete,Jamaica,Jamaica,178,0,['Athletics'],"[""Men's Triple Jump""]",2005-01-17,KINGSTON,Jamaica,"FAYETTEVILLE, AK",United States,,"Watching TikTok and Netflix. Gospel and Afrobeat music, cooking curry dishes","Athlete, student","University of Arkansas, Fayetteville, AK (USA)",English
1912814,TRUE,RIVEROS Gaspar,Male,Athlete,Chile,Chile,0,0,['Triathlon'],"[""Men's Individual""]",1990-04-27,SANTIAGO DE CHILE,Chile,SANTIAGO,Chile,,,Athlete,"Commercial Engineering at Universidad Andres Bello (Santiago, CHI)","English, Spanish"
1912817,TRUE,FRANK Nicole,Female,Athlete,Uruguay,Uruguay,0,0,['Swimming'],"[""Women's 200m Individual Medley""]",2003-09-08,,,"FORT LAUDERDALE, FL",United States,,,Athlete,,"English, Spanish"
1912820,TRUE,COVA ROMERO Jesus Nazaret,Male,Athlete,Venezuela,Venezuela,169,0,['Boxing'],"[""Men's 63.5kg""]",2000-05-22,,Venezuela,,Venezuela,,,,,Spanish
1912876,TRUE,HUDSON Andrew,Male,Athlete,Jamaica,Jamaica,180,0,['Athletics'],"[""Men's 200m""]",1996-12-14,"SAN ANTONIO, TX",United States,"CLAREMONT, FL",United States,,Playing video games,Athlete,"Graduated in 2019 with a degree in Integrative Studies from Texas Tech University in Lubbock, TX (USA)",English
1913005,TRUE,CARABALI Jorelyn,Female,Athlete,Colombia,Colombia,170,0,['Football'],['Women'],1997-05-18,JAMUNDI,Colombia,,Great Britain,,,Athlete,,"English, Spanish"
1913009,TRUE,CARACAS Daniela,Female,Athlete,Colombia,Colombia,166,0,['Football'],['Women'],1997-04-25,JAMUNDI,Colombia,,Spain,,,Athlete,,Spanish
1913018,TRUE,AGUIRRE Fernanda,Female,Athlete,Chile,Chile,0,0,['Taekwondo'],['Women +67kg'],1997-07-29,,Chile,,Chile,,,,,Spanish
1913028,TRUE,RINCON VELASCO Anthony,Male,Athlete,Colombia,Colombia,0,0,['Swimming'],"[""Men's 100m Backstroke""]",2001-04-20,,,"CAMBRIDGE, MA",United States,,,Student,"Studying Neuroscience at Harvard University, Cambridge (MA, USA)","English, Spanish"
1913059,TRUE,CHURCHILL MARTINEZ Joaquin,Male,Athlete,Chile,Chile,0,0,['Taekwondo'],['Men -80kg'],2002-10-17,,Chile,SANTIAGO,Chile,,,"Student, athlete","Studies Physical Education at Universidad Andres Bello (Santiago, CHI)",Spanish
1913105,TRUE,McLEOD Carey,Male,Athlete,Jamaica,Jamaica,180,0,['Athletics'],"[""Men's Long Jump""]",1998-04-14,CLARENDON,Jamaica,"FAYETTEVILLE, AR",United States,,,Athlete,"Graduated in 2022 with a Bachelor?셲 degree in Communication from the University of Tennessee, Knoxville, TN (USA)",English
1913118,TRUE,LEVELL Bryan,Male,Athlete,Jamaica,Jamaica,185,0,['Athletics'],"[""Men's 200m""]",2003-12-23,,Jamaica,KINGSTON,Jamaica,,,Athlete,,English
1913149,TRUE,FERGUSON Zuri,Female,Athlete,Trinidad and Tobago,Trinidad and Tobago,0,0,['Swimming'],"[""Women's 100m Backstroke""]",2007-03-01,,,,,,,"Athlete, student","Will attend the University of Florida (Gainesville, USA) in autumn 2025",English
1913152,TRUE,CARTER Dylan,Male,Athlete,Trinidad and Tobago,Trinidad and Tobago,0,0,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]",1996-01-01,"SANTA CLARITA, CA",United States,,,,"Watching sport, listening to music, reading",Athlete,"Environmental Studies at University of Southern California, Los Angeles (CA, USA)","English, Mandarin"
1913167,TRUE,CHAN Zeke,Male,Athlete,Brunei Darussalam,Brunei Darussalam,0,0,['Swimming'],"[""Men's 100m Backstroke""]",2007-08-30,,,,,,"Playing basketball, playing the drums, boxing",Athlete,,
1913193,TRUE,NOBATA Misaki,Female,Athlete,Japan,Japan,0,0,['Shooting'],"['10m Air Rifle Women', '10m Air Rifle Mixed Team']",2003-08-25,OITA CITY,Japan,KANAGAWA,Japan,"Noba chan, Mi chan",Karaoke,Student,Studying Commerce at Meiji University (JPN),Japanese
1913203,TRUE,YOSHIOKA Dai,Male,Athlete,Japan,Japan,0,0,['Shooting'],['25m Rapid Fire Pistol Men'],1985-12-14,NAGAOKAKYO,Japan,MUKO,Japan,"Dai chan, Yoshioka","Watching movies, muscle training",Police officer,,Japanese
1913204,TRUE,OKADA Naoya,Male,Athlete,Japan,Japan,0,0,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men', '10m Air Rifle Mixed Team']",1990-10-10,TSUYAMA,Japan,TOKYO,Japan,,"Driving, photography",,"Studied at the Osaka Sangyo University (Osaka, JPN)",Japanese
1913209,TRUE,DOU Zecheng,Male,Athlete,China,China,180,0,['Golf'],"[""Men's Individual Stroke Play""]",1997-01-22,HENAN,China,"DALLAS, TX",United States,Marty,"Singing, karaoke, watching anime television series Naruto",,,"English, Mandarin"
1913217,TRUE,YUAN Yechun,Male,Athlete,China,China,178,0,['Golf'],"[""Men's Individual Stroke Play""]",1997-03-21,DALIAN,China,"LAKE MARY, FL",United States,Carl,"Fishing, poker, watching detective TV shows",,"Studied communications at the University of Washington (Seattle, WA, USA)","English, Mandarin"
1913218,TRUE,LIN Xiyu Janet,Female,Athlete,China,China,171,0,['Golf'],"[""Women's Individual Stroke Play""]",1996-02-25,GUANGZHOU,China,GUANGZHOU,China,Janet,"Listening to music, watching movies, shopping, billiards, bowling, listening to talk shows",,"Studied Communications, Journalism at Guangdong University of Foreign Studies (Guangzhou, CHN)","English, Mandarin"
1913224,TRUE,YIN Ruoning,Female,Athlete,China,China,170,0,['Golf'],"[""Women's Individual Stroke Play""]",2002-09-28,KUNMING,China,"ORLANDO, FL",United States,Ronni,She wants to learn how to cook better in the offseason,,Studied at Shanghai University of Sport (CHN),"English, Mandarin"
1913334,TRUE,NACUQU Waisea,Male,Athlete,Fiji,Fiji,170,84,['Rugby Sevens'],['Men'],1993-05-24,BA BA,Fiji,,,,,Athlete,,English
1913343,TRUE,BROWN Lynnzee,Female,Athlete,Haiti,Haiti,0,0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",1998-09-04,"INDEPENDENCE, MO",United States,,United States,,,"Athlete, coach","Earned a Master?셲 degree studies in Communication Management in 2023, and earned Bachelor?셲 degree in Media Studies in June 2021, at Denver University in Denver, CO, USA",English
1913346,TRUE,MATANA Jeremaia,Male,Athlete,Fiji,Fiji,180,78,['Rugby Sevens'],['Men'],1998-07-14,,,,,Jerry,,Athlete,,English
1913366,TRUE,KAO Wenchao,Male,Athlete,China,China,0,0,['Archery'],"[""Men's Individual"", ""Men's Team""]",2000-11-29,SHANDONG,China,BEIJING,China,,,Athlete,"Studied at the Ocean University of China (Qingdao, CHN)",Mandarin
1913367,TRUE,LI Zhongyuan,Male,Athlete,China,China,0,0,['Archery'],"[""Men's Individual"", ""Men's Team""]",2002-08-19,HENAN,China,BEIJING,China,,"Billiards, basketball","Athlete, student",Studies Physical Education at Zhengzhou University (CHN),Mandarin
1913369,TRUE,WANG Yan,Male,Athlete,China,China,0,0,['Archery'],"[""Men's Individual"", ""Men's Team"", 'Mixed Team']",2000-02-12,JIANGSU,China,BEIJING,China,,,Athlete,,Mandarin
1913372,TRUE,LI Jiaman,Female,Athlete,China,China,0,0,['Archery'],"[""Women's Individual"", ""Women's Team""]",1997-08-18,BEIJING,China,BEIJING,China,,,"Athlete, student","Studies at Capital Sports University (Beijing, CHN)",Mandarin
1913380,TRUE,YANG Xiaolei,Female,Athlete,China,China,0,0,['Archery'],"[""Women's Individual"", ""Women's Team"", 'Mixed Team']",2000-06-28,CHANGZHOU,China,BEIJING,China,,,Athlete,Studied at Nanjing Sport Institute (CHN),Mandarin
1913382,TRUE,AN Qixuan,Female,Athlete,China,China,0,0,['Archery'],"[""Women's Individual"", ""Women's Team""]",2000-12-03,XINJIANG,China,BEIJING,China,Xuanxuan,,Athlete,,Mandarin
1913416,TRUE,FENG Yan Zhe,Male,Athlete,China,China,195,0,['Badminton'],['Mixed Doubles'],2001-02-13,TIANJIN,China,BEIJING,China,,"Watching spy films, reading, playing pool",,Studied Sport Studies at Beijing Sport University (CHN),Mandarin
1913418,TRUE,ZHENG Si Wei,Male,Athlete,China,China,176,0,['Badminton'],['Mixed Doubles'],1997-02-26,ZHEJIANG,China,BEIJING,China,,"Tourism, gastronomy",Athlete,Graduated in Sports Training from Shanghai Sports Institute (CHN),Mandarin
1913419,TRUE,LI Shi Feng,Male,Athlete,China,China,185,0,['Badminton'],"[""Men's Singles""]",2000-01-09,NANCHANG,China,,China,,,Athlete,Studied at Shanghai Jiao Tong University (CHN),Mandarin
1913421,TRUE,SHI Yu Qi,Male,Athlete,China,China,184,0,['Badminton'],"[""Men's Singles""]",1996-02-28,JIANGSU,China,BEIJING,China,Little Stone,Gaming,Athlete,Nanjing Sport Institute (CHN),Mandarin
1913424,TRUE,LIANG Wei Keng,Male,Athlete,China,China,178,0,['Badminton'],"[""Men's Doubles""]",2000-11-30,GUANGDONG,China,BEIJING,China,Chubby Fat Boy,Esports,Athlete,Graduated in 2024 with a Bachelor's degree in Physical Education from South China Normal University (CHN),Mandarin
1913425,TRUE,LIU Yu Chen,Male,Athlete,China,China,193,0,['Badminton'],"[""Men's Doubles""]",1995-07-25,BEIJING,China,BEIJING,China,Tutu,Listening to music,Athlete,Studied at Beijing University of Technology (CHN),Mandarin
1913426,TRUE,OU Xuan Yi,Male,Athlete,China,China,189,0,['Badminton'],"[""Men's Doubles""]",1994-01-23,FUJIAN,China,BEIJING,China,,,Athlete,Graduated from Fujian Normal University (CHN),Mandarin
1913429,TRUE,WANG Chang,Male,Athlete,China,China,181,0,['Badminton'],"[""Men's Doubles""]",2001-05-07,ZHEJIANG,China,BEIJING,China,,,Athlete,Studied Sports Training at Ningbo University (CHN),Mandarin
1913431,TRUE,HUANG Dong Ping,Female,Athlete,China,China,165,0,['Badminton'],['Mixed Doubles'],1995-01-20,FUJIAN,China,BEIJING,China,容꾢ㄷ役?(Yellow Sea),"Watching TV series, listening to music, sleeping",Athlete,Graduated with a Master's degree in Sports Training from Beijing Sport University (CHN),Mandarin
1913432,TRUE,HUANG Ya Qiong,Female,Athlete,China,China,164,0,['Badminton'],['Mixed Doubles'],1994-02-28,ZHEJIANG,China,BEIJING,China,,"Watching dramas, playing games",Athlete,Studied at Shanghai Sport University (CHN),Mandarin
1913434,TRUE,CHEN Yu Fei,Female,Athlete,China,China,171,0,['Badminton'],"[""Women's Singles""]",1998-03-01,HANGZHOU,China,HANGZHOU,China,,,Athlete,,Mandarin
1913436,TRUE,HE Bing Jiao,Female,Athlete,China,China,169,0,['Badminton'],"[""Women's Singles""]",1997-03-21,JIANGSU,China,BEIJING,China,,Visiting parks and museums,Athlete,Studied at Suzhou University (CHN),Mandarin
1913438,TRUE,CHEN Qing Chen,Female,Athlete,China,China,164,0,['Badminton'],"[""Women's Doubles""]",1997-06-23,MEIZHOU,China,GUANGDONG,China,"Dora, Baobao",Singing,Athlete,Graduated with a Master's degree from Beijing Sport University (CHN),Mandarin
1913439,TRUE,JIA Yi Fan,Female,Athlete,China,China,170,0,['Badminton'],"[""Women's Doubles""]",1997-06-29,TIANJIN,China,BEIJING,China,Fairy,"Singing, dancing, watching Korean television, travel, photography",Athlete,Studied Public Administration at Xiangtan University (CHN),"Korean, Mandarin"
1913441,TRUE,LIU Sheng Shu,Female,Athlete,China,China,175,0,['Badminton'],"[""Women's Doubles""]",2004-04-08,LIAONING,China,BEIJING,China,Del Piero,"Listening to music, experiencing new things",,"Studying at Dalian University of Technology, Liaoning (CHN)",Mandarin
1913442,TRUE,TAN Ning,Female,Athlete,China,China,170,0,['Badminton'],"[""Women's Doubles""]",2003-04-03,HUNAN,China,BEIJING,China,Danny,Going to bed,Athlete,Studying at Shanghai University of Sport (CHN),Mandarin
1913469,TRUE,OYUNTSETSEG Yesugen,Female,Athlete,Mongolia,Mongolia,165,0,['Boxing'],"[""Women's 50kg""]",2001-01-09,ULAANBAATAR,Mongolia,ULAANBAATAR,Mongolia,,"Travel, cooking, dancing, writing, volleyball, exercise, reading, watching films, listening to music",Armed Forces athlete,,Mongolian
1913485,TRUE,MUNGUNTSETSEG Enkhjargal,Female,Athlete,Mongolia,Mongolia,168,0,['Boxing'],"[""Women's 54kg""]",1999-04-18,ULAANBAATAR,Mongolia,ULAANBAATAR,Mongolia,,,,,Mongolian
1913489,TRUE,O'LEARY Connor,Male,Athlete,Japan,Japan,0,0,['Surfing'],['Men'],1993-10-12,"SYDNEY, NSW",Australia,"LENNOX HEAD, NSW",Australia,,,Surfer,,"English, Japanese"
1913493,TRUE,INABA Reo,Male,Athlete,Japan,Japan,0,0,['Surfing'],['Men'],1997-03-24,ICHINOMIYA CITY,Japan,ICHINOMIYA CITY,Japan,,,Athlete,,Japanese
1913496,TRUE,MATSUDA Shino,Female,Athlete,Japan,Japan,0,0,['Surfing'],['Women'],2002-08-13,CHIGASAKI,Japan,CHIGASAKI,Japan,,,Athlete,,Japanese
1913498,TRUE,IGARASHI Kanoa,Male,Athlete,Japan,Japan,0,0,['Surfing'],['Men'],1997-10-01,SANTA MONICA CA,United States,ERICEIRA,Portugal,,Golf,Athlete,,"English, Japanese, Portuguese, Spanish"
1913523,TRUE,BALEIWAIRIKI Iosefo,Male,Athlete,Fiji,Fiji,190,88,['Rugby Sevens'],['Men'],1998-05-09,WAITABU,Fiji,,,,,Athlete,Graduated with a Bachelor's degree in Forestry Studies from Fiji National University (Suva),English
1913536,TRUE,ROUSSEL Lizzie,Female,Athlete,New Zealand,New Zealand,0,0,['Diving'],"[""Women's 3m Springboard""]",1997-08-12,AUCKLAND,New Zealand,,United States,,,,,English
1913555,TRUE,PATURAU Julie,Female,Athlete,Mauritius,Mauritius,0,0,['Sailing'],"[""Women's Kite""]",2000-12-19,,Mauritius,PERTH,Australia,,,"Athlete, chiropractor","Bachelor of Science in Chiropractic at Murdoch University (Perth, AUS)","English, French"
1913557,TRUE,de FALBAIRE Jean,Male,Athlete,Mauritius,Mauritius,0,0,['Sailing'],"[""Men's Kite""]",1998-01-02,,Zimbabwe,,Mauritius,,Fishing,Athlete,,"English, French"
1913573,TRUE,HARADA Shudai,Male,Athlete,Japan,Japan,167,0,['Boxing'],"[""Men's 57kg""]",2001-10-02,,Japan,KITAKYUSHU,Japan,Shuchan,Going to hot springs,Student,"Studied Law at Senshu University (Tokyo, JPN)",Japanese
1913575,TRUE,OKAZAWA Sewonrets Quincy Mensah,Male,Athlete,Japan,Japan,179,0,['Boxing'],"[""Men's 71kg""]",1995-12-21,YAMAGATA,Japan,KANOYA,Japan,Known as Sewon,Cooking curry,Athlete,"Law at Chuo University (Tokyo, JPN)","English, Japanese"
1913631,TRUE,PANGESTU Arif,Male,Athlete,Indonesia,Indonesia,0,0,['Archery'],"[""Men's Individual"", 'Mixed Team']",2004-03-25,BANTUL,Indonesia,BANTUL,Indonesia,,,"Athlete, student",,Indonesian
1913646,TRUE,DIAO Linyu,Female,Athlete,China,China,183,0,['Volleyball'],['Women'],1994-04-07,HUAI'AN,China,NANJING,China,,,Athlete,Graduated with a degree in Sports Training,Mandarin
1913647,TRUE,DING Xia,Female,Athlete,China,China,180,0,['Volleyball'],['Women'],1990-01-13,SHIJIAZHUANG,China,SHENYANG,China,Little Ant,,Athlete,Graduated in 2015 with a degree in Education from Shenyang Institute of Physical Education (CHN),"English, Mandarin"
1913648,TRUE,GAO Yi,Female,Athlete,China,China,195,0,['Volleyball'],['Women'],1998-07-22,ZAOZHUANG,China,SHANGHAI,China,,,Athlete,,Mandarin
1913649,TRUE,GONG Xiangyu,Female,Athlete,China,China,189,0,['Volleyball'],['Women'],1997-04-21,LIANYUNGANG,China,NANJING,China,Xiao Yuzhou (Little Universe),"Lego, spending time with her cat",Athlete,Studied at Nanjing Normal University (CHN),Mandarin
1913652,TRUE,LI Yingying,Female,Athlete,China,China,195,0,['Volleyball'],['Women'],2000-02-19,QIQIHAR,China,TIANJIN,China,Meimei (Little Sister),"Shopping, mountain climbing",Athlete,Studied at Tianjin University of Sport (CHN),Mandarin
1913658,TRUE,WANG Mengjie,Female,Athlete,China,China,173,0,['Volleyball'],['Women'],1995-11-14,JINAN,China,JINAN,China,Xiao Ke'ai (Little Cutie),Listening to music,Athlete,"Studied at Shandong Sport University (Rizhao, CHN)",Mandarin
1913661,TRUE,WU Mengjie,Female,Athlete,China,China,195,0,['Volleyball'],['Women'],2002-09-10,JIANGSU,China,JIANGSU,China,,,Athlete,,Mandarin
1913664,TRUE,YUAN Xinyue,Female,Athlete,China,China,202,0,['Volleyball'],['Women'],1996-12-21,CHONGQING,China,BEIJING,China,Little Apple,"Singing, games, travel",Athlete,Graduated in 2024 with a degree in Psychology from Beijing Normal University (CHN),Mandarin
1913666,TRUE,ZHANG Changning,Female,Athlete,China,China,195,0,['Volleyball'],['Women'],1995-11-06,CHANGZHOU,China,NANJING,China,Baobao (Baby),"Writing poetry, listening to music, webcasting, beach volleyball",Athlete,Studied at Nanjing Sport Institute (CHN),Mandarin
1913669,TRUE,ZHUANG Yushan,Female,Athlete,China,China,184,0,['Volleyball'],['Women'],2003-04-28,,,,,,,Athlete,,Mandarin
1913672,TRUE,WANG Yuanyuan,Female,Athlete,China,China,196,0,['Volleyball'],['Women'],1997-07-14,JINGNING COUNTY,China,TIANJIN,China,,,Athlete,,Mandarin
1913674,TRUE,ZHENG Yixin,Female,Athlete,China,China,189,0,['Volleyball'],['Women'],1995-05-06,ZHANGZHOU,China,,,Little Fresh,,Athlete,,Mandarin
1913675,TRUE,ZHU Ting,Female,Athlete,China,China,198,0,['Volleyball'],['Women'],1994-11-29,ZHENGZHOU,China,FUJIAN,China,"MVP Harvester, Queen Ting",,Athlete,Studied at Zhengzhou University (CHN),"English, Mandarin"
1913677,TRUE,RANDAFIARISON Rosina,Female,Athlete,Madagascar,Madagascar,0,0,['Weightlifting'],"[""Women's 49kg""]",1999-12-29,,,ANTANANARIVO,Madagascar,,,"Athlete, student",Studies Communications,French
1913695,TRUE,ZHANG Yuetong,Female,Athlete,China,China,163,0,['Sport Climbing'],"[""Women's Boulder & Lead""]",2003-02-22,SHENZHEN,China,BEIJING,China,Claire,Rock climbing,"Athlete, student",,Mandarin
1913696,TRUE,PAN Yufei,Male,Athlete,China,China,173,0,['Sport Climbing'],"[""Men's Boulder & Lead""]",2000-06-23,GUANGZHOU,China,GUANGZHOU,China,Solar Kid,,Athlete,"Physical Education at China University of Geosciences (Wuhan, CHN)","English, Mandarin"
1913697,TRUE,LUO Zhilu,Female,Athlete,China,China,161,0,['Sport Climbing'],"[""Women's Boulder & Lead""]",2006-01-11,BEIJING,China,,,,,Athlete,,"English, Mandarin"
1913698,TRUE,LONG Jinbao,Male,Athlete,China,China,169,0,['Sport Climbing'],"[""Men's Speed""]",2000-11-08,,,BEIJING,China,,"Playing basketball, badminton and sports",Athlete,"Studies at the Hunan Normal University (Changsha, CHN)",Mandarin
1913699,TRUE,WU Peng,Male,Athlete,China,China,172,0,['Sport Climbing'],"[""Men's Speed""]",2002-10-15,,,,,,,Athlete,,Mandarin
1913700,TRUE,ZHOU Yafei,Female,Athlete,China,China,156,0,['Sport Climbing'],"[""Women's Speed""]",2004-05-15,LISHUI,China,LISHUI,China,譯묉씮 (skateboard),Rock climbing,Athlete,Studies at the Shanghai University of Sport (CHN),Mandarin
1913702,TRUE,DENG Lijuan,Female,Athlete,China,China,163,0,['Sport Climbing'],"[""Women's Speed""]",2000-05-12,LEIYANG,China,CHANGSHA,China,"Xiao Deng Zi (given to her by her coaches), Little Dengzi, Deng Deng","Playing claw machine games, watching TV series, reading books","Athlete, student","Studies Marketing at Donghua University (Shanghai, CHN)",Mandarin
1913734,TRUE,BRENDEL Sebastian,Male,Athlete,Germany,Germany,0,0,['Canoe Sprint'],"[""Men's Canoe Single 1000m""]",1988-03-12,SCHWEDT,Germany,POTSDAM,Germany,,,"Athlete, police officer",,"English, German"
1913735,TRUE,KRETSCHMER Peter,Male,Athlete,Germany,Germany,0,0,['Canoe Sprint'],"[""Men's Canoe Double 500m""]",1992-02-15,SCHWERIN,Germany,LEIPZIG,Germany,,,"Athlete, federal police officer",,German
